text,airline_sentiment,label
done also looks like opened flight vegas sunday,positive,1
still sitting airport flt delayed still boarding happening info,negative,0
lt lt lt lt lt lt reply emails,negative,0
hi im trying speak someone book travel minor phone keeps disconnecting please advise website wont allow,negative,0
first complaint filed feb th days still response disappointed surprised,negative,0
going anything help stranded travelers flight communication anyone us dumped,negative,0
purchased upgrade flight weeks ago gave someone else received refund sop,negative,0
instead told board wait emails telling us delays,negative,0
holiday lifetime new york ruined lost luggage failed find since sunday wontflyagainwithyou,negative,0
told could refund cost original return flight note flight booked expensive,negative,0
everyone else outstanding,negative,0
either staff whoever contract pvd failing big time tonight,negative,0
flight dfw lit way pdx tomorrow cancelled flighted help,negative,0
handled found tkt floor dropped someone way wheelchair get podium,negative,0
need check candy w working flight iah phx usairways reason always choose rude,negative,0
voucher believe took risk plane terribly filthy screaming babies face,negative,0
need know flight cancelled flightled speak anyone help,negative,0
heard anyone week nonstop flight baggage lost stolen customer service,negative,0
absolutely false stmt comedy errors incl catering etc getyouracttogether,negative,0
got worked postpone trip pay extra though easy poor graduate student,negative,0
thanks bags went wrong hours dca san weather issues acceptable,negative,0
tryin use voucher book flight last days lines busy plse help flight may go,negative,0
wife flt bro tul via dfw cancelled flighted bought swa flight get home partial refund dm plz,negative,0
flight dfw still passengers sitting plane waiting luggage loaded still waiting,negative,0
worry steal money,negative,0
flight attendants aa spectacular fed entire cabin food coach keep serving vile food,negative,0
tried several times select seats ones ever available would cost extra per seat,negative,0
booked bos uggh hour bus wmass home could flown bdl amp back dc time unitedairlines,negative,0
never grossed life disappointment yet flying,negative,0
time today phl nice work thereisafirstforeverything,positive,1
officially hold hours,negative,0
dude named shaquille desk charlotte incredibly professional helpful vs crazy angry people tonight,positive,1
reasonable wait mins bag made check flight staff police overhead bins,negative,0
hold minutes terrible customer service messed reservation,negative,0
team terrifyingly rude young mother amp baby trying check flight phx jwa help,negative,0
characters yea right thanks patronizing,negative,0
strand someone city without luggage would think aa would want earn business guess,negative,0
hold minutes trying rebook cancelled flightled flight really,negative,0
another ride sw employee printed boarding passes deficiency training obviously,negative,0
ua sitting tarmac ord visibly gates open reassign gate,negative,0
mother flight delayed phl ord way nrt gate refused upgrade platinum blegh,negative,0
stop getting credit card apps already card,negative,0
help reservation cant get phone,negative,0
hey bag damaged flying yesterday,negative,0
baggage motto cover small tear ripped seam snow soaked busted zippers sorry,negative,0
since stranded syr without ride missed window opportunity rights matter hours,negative,0
aa cancelled flightled flight without courtesy notifying us alternatives poor,negative,0
thank ah still wish someone picked phone hrs dead phone taking tweet refund confirmation,negative,0
cabin pressurization issues pretty serious flight landed washington head pounding,negative,0
fit,negative,0
worst customer service ever cancelled flightled connecting flight ny hours ago amp tell stuck tampa,negative,0
work fly fi plus access abc app spent still missed oscars disappointed,negative,0
tell professors show class write midterm stuck flights home,negative,0
flight delayed hours human errors like food truck hitting plane lines frozen,negative,0
according flight attendant husband talk english fact understand talks,negative,0
good care customers anything happen take getting back nyc screw,negative,0
thank taking care mom reflight booking problems flight phl,positive,1
think rough moment w bad passenger earlier flight things got considerably better thanks,positive,1
already amp automated voice told us wait hours yet call back,negative,0
miserable orlando vegas nonstop right big must guest u require seats btw,negative,0
